gamma,c1,c2,c3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2,r0,rU,rT,rA,ari BC,ari CH4,ari N2O,ari NH3,ari NOx,ari OC,ari Sulfur,ari VOC,ari Equivalent effective stratospheric chlorine,shape Sulfur,shape BC,shape OC,beta,o3 CH4,o3 N2O,o3 Equivalent effective stratospheric chlorine,o3 CO,o3 VOC,o3 NOx,scale CH4,scale N2O,scale minorGHG,scale Stratospheric water vapour,scale Contrails,scale Light absorbing particles on snow and ice,scale Land use,scale Volcanic,solar_amplitude,solar_trend,scale CO2,co2_concentration_1750,seed
6.992717847,4.16741593,18.71657477,92.42823832,1.272828938,2.813862356,0.912861507,1.247894971,0.930328259,0.434072022,7.679907071,32.10158826,0.002570965,2.320567034,0.00229007,0.020117364,-2.24E-06,-3.74E-05,-0.000558456,-6.85E-05,-0.003913248,-0.002746793,-1.60E-05,-7.52E-06,0.015445209,0.226087358,0.012674823,-1.112250196,0.000173913,0.000714817,-0.000134683,0.000146835,0.000322892,0.00174072,0.999697271,1.001709421,0.994608366,1.019132976,1.011107038,1.019555456,1.009561134,1.004507279,1.016207859,-0.001331449,1.019786858,277.9540427,301301855.8
